displayName,rating,userRatingCount,primaryType,placeUri,address,latitude,longitude,weekdayDescriptions,nextCloseTime,neighborhood,nextCloseHour,trueCoffee,5,4,3,2,1,adjustedRating
Coffee Bru,4.8,250,coffee_shop,https://maps.google.com/?cid=1331387362694749509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Woustraat 113, 1074 AH Amsterdam, Netherlands",52.3538168,4.902360799999999,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",,Amsterdam Zuid,,1,220,15,6,2,7,4.635111483137927
Coffee District,4.6,133,food_store,https://maps.google.com/?cid=17888741772033861583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Olympiaplein 111, 1077 CV Amsterdam, Netherlands",52.3463448,4.868172599999999,"Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T14:30:00Z,Amsterdam Zuid,16,1,110,9,3,4,7,4.3743933396334835
Coffee House Amsterdam Zuid,3.6,44,coffee_shop,https://maps.google.com/?cid=828867711213816964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Gelderlandplein 145, 1082 LW Amsterdam, Netherlands",52.3310056,4.8771309,"Monday: 8:30 AM - 6:00 PM
Tuesday: 8:30 AM - 6:00 PM
Wednesday: 8:30 AM - 6:00 PM
Thursday: 8:30 AM - 6:00 PM
Friday: 8:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,20,4,10,4,6,3.228223390933919
Koffie en Kringloop,5,233,coffee_shop,https://maps.google.com/?cid=5128152775694646660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Woustraat 233, 1074 AR Amsterdam, Netherlands",52.349787899999995,4.9041793,"Monday: Closed
Tuesday: 9:00 AM - 5:00 PM
Wednesday: 9:00 AM - 5:00 PM
Thursday: 9:00 AM - 5:00 PM
Friday: 9:00 AM - 5:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,228,3,1,0,1,4.870528355192873
Blushing,4.1,3031,restaurant,https://maps.google.com/?cid=4293157056159815111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Paulus Potterstraat 30A, 1071 DA Amsterdam, Netherlands",52.3588108,4.8803583999999995,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,1666,711,291,141,222,4.102647059433679
Pipes & Beans,4.7,478,coffee_shop,https://maps.google.com/?cid=14357824889789475375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Rietwijkerstraat 35, 1059 VW Amsterdam, Netherlands",52.3491997,4.8490894,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,392,47,21,4,14,4.589202024496685
Coffeeshop IBIZA,4.3,2453,store,https://maps.google.com/?cid=325745987530761291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hemonystraat 16, 1074 BP Amsterdam, Netherlands",52.3574448,4.9020715,"Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 1:00 AM
Saturday: 10:00 AM - 1:00 AM
Sunday: 10:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Zuid,1,0,1612,404,206,66,165,4.276113101893178
Esthétique cafe,4.7,324,coffee_shop,https://maps.google.com/?cid=3058297447100620463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Cornelis Krusemanstraat 55, 1075 NG Amsterdam, Netherlands",52.3504391,4.8602669999999994,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,276,23,13,6,6,4.618063345885202
SHOT Lifestyle & Coffee,4.4,75,coffee_shop,https://maps.google.com/?cid=17862109917401648726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Marathonweg 15H, 1076 SX Amsterdam, Netherlands",52.348410400000006,4.8614565,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,56,7,3,6,3,4.116844509503817
Cafecito,4.3,516,coffee_shop,https://maps.google.com/?cid=17227965688056932035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Baerlestraat 83, 1071 AS Amsterdam, Netherlands",52.3542065,4.8816198,"Monday: 7:00 AM - 9:00 PM
Tuesday: 7:00 AM - 9:00 PM
Wednesday: 7:00 AM - 9:00 PM
Thursday: 7:00 AM - 9:00 PM
Friday: 7:00 AM - 10:00 PM
Saturday: 8:00 AM - 10:00 PM
Sunday: 8:00 AM - 9:00 PM",2025-10-21T19:00:00Z,Amsterdam Zuid,21,1,353,68,43,21,31,4.241484581
Locals Coffee & Brunch,4.3,2096,restaurant,https://maps.google.com/?cid=14176431437259553053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste Jacob van Campenstraat 27-H, 1072 BC Amsterdam, Netherlands",52.357547399999994,4.8891126,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",,Amsterdam Zuid,,1,1315,383,172,116,110,4.232622944769836
coffeecompany,4.3,403,coffee_shop,https://maps.google.com/?cid=11439044422118910849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Scheldestraat 37, 1078 GE Amsterdam, Netherlands",52.3465184,4.8912844,"Monday: 7:30 AM - 5:30 PM
Tuesday: 7:30 AM - 5:30 PM
Wednesday: 7:30 AM - 5:30 PM
Thursday: 7:30 AM - 5:30 PM
Friday: 7:30 AM - 5:30 PM
Saturday: 8:30 AM - 5:30 PM
Sunday: 8:30 AM - 5:30 PM",2025-10-21T15:30:00Z,Amsterdam Zuid,17,1,245,99,31,8,20,4.239383303104562
Scandinavian Embassy.,4.4,1738,cafe,https://maps.google.com/?cid=8489887193750794617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Sarphatipark 34, 1072 PB Amsterdam, Netherlands",52.353456099999995,4.8942191,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,1120,340,146,63,69,4.323399319159358
Noosh.,4.7,241,coffee_shop,https://maps.google.com/?cid=14932707205690967132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste van der Helststraat 35, 1073 AC Amsterdam, Netherlands",52.3556295,4.8931947,"Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 10:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,208,10,8,6,9,4.531081837324592
CoffeeConcepts,4.2,575,coffee_shop,https://maps.google.com/?cid=11855240687133872953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Jacob Obrechtstraat 5, 1071 KC Amsterdam, Netherlands",52.3577782,4.874293199999999,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Zuid,,1,326,136,43,27,43,4.080271682081113
LOCALS SPECIALTY COFFEE TO GO,4.4,279,cafe,https://maps.google.com/?cid=539555943290799912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Ferdinand Bolstraat 21-B, 1072 LB Amsterdam, Netherlands",52.3561044,4.890694,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",,Amsterdam Zuid,,1,212,24,12,15,16,4.296735206389124
Bakers & Roasters,4.6,4600,brunch_restaurant,https://maps.google.com/?cid=5827353309701980066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste Jacob van Campenstraat 54, 1072 BH Amsterdam, Netherlands",52.357288999999994,4.8898554,"Monday: 8:30 AM - 3:00 PM
Tuesday: 8:30 AM - 3:00 PM
Wednesday: 8:30 AM - 3:00 PM
Thursday: 8:30 AM - 3:00 PM
Friday: 8:30 AM - 3:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",,Amsterdam Zuid,,1,3426,729,232,90,123,4.551714848909083
MOKAFE,4.9,1136,brunch_restaurant,https://maps.google.com/?cid=10772444699669816637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Trompenburgstraat 103, 1079 TS Amsterdam, Netherlands",52.344143300000006,4.9085551,"Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",,Amsterdam Zuid,,1,1072,39,10,7,8,4.868590398205506
Anne&Max Amsterdam Zuid,4.3,813,coffee_shop,https://maps.google.com/?cid=5239846210192179339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Amstelveenseweg 196, 1075 XS Amsterdam, Netherlands",52.3518944,4.8561119999999995,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,476,195,76,36,30,4.223874957504221
Clapham Specialty Coffee,4.7,282,coffee_shop,https://maps.google.com/?cid=8044940400056397335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Willemsparkweg 152H, 1071 HS Amsterdam, Netherlands",52.3562255,4.8710219,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",,Amsterdam Zuid,,1,234,26,12,7,3,4.597926131084835
Badeta Coffee Van Wou/ Albert Cuyp,4.8,129,coffee_shop,https://maps.google.com/?cid=15828564107909117079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Woustraat 14, 1073 LL Amsterdam, Netherlands",52.3569733,4.8994519,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 7:30 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,117,4,3,1,4,4.581672291394133
Wakuli specialty coffee retail bar,4.4,56,food_store,https://maps.google.com/?cid=9203543768286197276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Woustraat 54, 1073 LN Amsterdam, Netherlands",52.3559573,4.9001328,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,47,0,0,3,6,3.9978981519717074
Harmani Coffee & Brunch,4.9,1241,brunch_restaurant,https://maps.google.com/?cid=6753222608643629201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Frans Halsstraat 89, 1072 BP Amsterdam, Netherlands",52.3548868,4.888565,"Monday: 8:30 AM - 4:30 PM
Tuesday: 8:30 AM - 4:30 PM
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T14:30:00Z,Amsterdam Zuid,16,1,1194,24,13,1,9,4.899568693251588
coffeecompany,4.2,302,coffee_shop,https://maps.google.com/?cid=17411598876437080620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Beethovenstraat 84, 1077 JN Amsterdam, Netherlands",52.347302,4.8766543,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,153,91,39,8,11,4.098515952072551
Reload Coffee,4.9,120,coffee_shop,https://maps.google.com/?cid=13468790018180717869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Saenredamstraat 26h, 1072 CH Amsterdam, Netherlands",52.3556369,4.8887303,"Monday: Closed
Tuesday: Closed
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 8:30 AM - 4:30 PM
Sunday: 10:30 AM - 4:30 PM",,Amsterdam Zuid,,1,113,3,1,2,1,4.693189085629925
Kaldi Coffee & Tea Van Woustraat,4.7,147,food_store,https://maps.google.com/?cid=7479113142366192678&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Woustraat 9HS, 1074 AA Amsterdam, Netherlands",52.357311900000006,4.8996717,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 10:00 AM - 3:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,126,8,4,6,3,4.5056936191738615
Cobra Café,3.8,1363,cafe,https://maps.google.com/?cid=10366312426699962692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hobbemastraat 18, 1071 ZB Amsterdam, Netherlands",52.3589101,4.8843635999999995,"Monday: 10:30 AM - 7:00 PM
Tuesday: 10:30 AM - 7:00 PM
Wednesday: 10:30 AM - 7:00 PM
Thursday: 10:30 AM - 7:00 PM
Friday: 10:30 AM - 7:00 PM
Saturday: 11:00 AM - 7:00 PM
Sunday: 11:00 AM - 7:00 PM",2025-10-21T17:00:00Z,Amsterdam Zuid,19,1,517,444,203,62,137,3.7785178893087656
Woof & Me,4.6,388,food_store,https://maps.google.com/?cid=7400532719045024471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Verbindingstraat 3H, 1073 TJ Amsterdam, Netherlands",52.353155099999995,4.8990347000000005,"Monday: Closed
Tuesday: Closed
Wednesday: 11:00 AM - 5:00 PM
Thursday: 11:00 AM - 5:00 PM
Friday: 11:00 AM - 5:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",,Amsterdam Zuid,,1,321,29,14,13,11,4.539790317930067
gratitude espresso,4.8,86,coffee_shop,https://maps.google.com/?cid=16662512341643823429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Maasstraat 89, 1078 HG Amsterdam, Netherlands",52.3441743,4.895774200000001,"Monday: Closed
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 3:00 PM
Saturday: 8:00 AM - 3:00 PM
Sunday: Closed",,Amsterdam Zuid,,1,80,1,2,0,3,4.543026542577948
M/PORTIER speciality coffee bar & deli,4.9,23,coffee_shop,https://maps.google.com/?cid=11072219603895941735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Parnassusweg 126, 1076 AT Amsterdam, Netherlands",52.3430075,4.867790299999999,"Monday: 9:30 AM - 2:45 PM
Tuesday: 9:30 AM - 4:00 PM
Wednesday: 9:30 AM - 3:30 PM
Thursday: 9:30 AM - 3:00 PM
Friday: 9:30 AM - 4:00 PM
Saturday: Closed
Sunday: Closed",,Amsterdam Zuid,,1,21,1,1,0,0,4.224085662447991
STACH Beethovenstraat,5,1,coffee_shop,https://maps.google.com/?cid=13900047406084016717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Strawinskylaan 163, 1077 WZ Amsterdam, Netherlands",52.3406823,4.8738665999999995,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,1,0,0,0,0,2.4036636531319653
Dickys Grand Café,3.9,489,cafe,https://maps.google.com/?cid=12422499458157144451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Gustav Mahlerplein 110, 1082 MA Amsterdam, Netherlands",52.3368753,4.8730272999999995,"Monday: 9:00 AM - 11:00 PM
Tuesday: 9:00 AM - 11:00 PM
Wednesday: 9:00 AM - 11:00 PM
Thursday: 9:00 AM - 11:00 PM
Friday: 9:00 AM - 11:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T21:00:00Z,Amsterdam Zuid,23,1,170,196,75,24,24,3.859596057162693
Doppio Espresso Amsterdam VU,4.5,189,coffee_shop,https://maps.google.com/?cid=4604453209821164035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Doppio Espresso, De Boelelaan 1105, 1081 HV Amsterdam, Netherlands",52.3339764,4.8659922,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: Closed
Sunday: Closed",,Amsterdam Zuid,,1,150,19,4,5,11,4.37414439
Cafecito,4,95,coffee_shop,https://maps.google.com/?cid=14389839960664971278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Beethovenstraat 19, 1077 HM Amsterdam, Netherlands",52.3492805,4.8778543999999995,"Monday: 7:30 AM - 7:00 PM
Tuesday: 7:30 AM - 7:00 PM
Wednesday: 7:30 AM - 7:00 PM
Thursday: 7:30 AM - 7:00 PM
Friday: 7:30 AM - 8:00 PM
Saturday: 9:00 AM - 8:00 PM
Sunday: 9:00 AM - 8:00 PM",2025-10-21T17:00:00Z,Amsterdam Zuid,19,1,56,12,8,9,10,3.7150717668042534
Coffee Company,4.1,618,coffee_shop,https://maps.google.com/?cid=15471395599617998917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Ferdinand Bolstraat 38, 1072 LK Amsterdam, Netherlands",52.356311299999994,4.8904122,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 7:00 PM
Sunday: 8:30 AM - 7:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,305,168,74,32,39,3.9941862008159847
Brandmeesters Amsterdam,4.5,341,coffee_shop,https://maps.google.com/?cid=1782459620745118266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Maasstraat 84, 1078 HM Amsterdam, Netherlands",52.3447074,4.8948719,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,244,62,10,5,20,4.364784719079659
Liev Coffee & Pastry,4.6,352,coffee_shop,https://maps.google.com/?cid=2322347332592894385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dusartstraat 22, 1072 HS Amsterdam, Netherlands",52.352177,4.889130199999999,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,281,33,10,17,11,4.469600369133623
Galerie CoffeeShop YoYo,4.8,288,coffee_shop,https://maps.google.com/?cid=18121496306075908610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Tweede Jan van der Heijdenstraat 79, 1074 XS Amsterdam, Netherlands",52.3563656,4.9031321,"Monday: 12:00 - 7:00 PM
Tuesday: 12:00 - 7:00 PM
Wednesday: 12:00 - 7:00 PM
Thursday: 12:00 - 7:00 PM
Friday: 12:00 - 7:00 PM
Saturday: 12:00 - 7:00 PM
Sunday: 12:00 - 7:00 PM",2025-10-21T17:00:00Z,Amsterdam Zuid,19,1,243,31,8,2,4,4.660678613514478
The Coffeebrand,4.2,223,restaurant,https://maps.google.com/?cid=5996533700887088804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hoofddorpplein 16, 1058 PD Amsterdam, Netherlands",52.351744800000006,4.8499839,"Monday: 8:30 AM - 6:00 PM
Tuesday: 8:30 AM - 6:00 PM
Wednesday: 8:30 AM - 6:00 PM
Thursday: 8:30 AM - 6:00 PM
Friday: 8:30 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,137,45,13,8,20,4.049905763399635
GoodNews Coffee Helststraat,4.1,34,coffee_shop,https://maps.google.com/?cid=11734691930960539808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste van der Helststraat 82h, 1072 NZ Amsterdam, Netherlands",52.354566,4.893432,"Monday: 8:00 AM - 6:30 PM
Tuesday: 8:00 AM - 6:30 PM
Wednesday: 8:00 AM - 6:30 PM
Thursday: 8:00 AM - 6:30 PM
Friday: 8:00 AM - 6:30 PM
Saturday: 9:00 AM - 6:30 PM
Sunday: 9:00 AM - 6:30 PM",2025-10-21T16:30:00Z,Amsterdam Zuid,18,1,23,3,3,0,5,3.6125899608147223
